Employee ID;Full Name;Job Title;Department;Business Unit;Gender;Ethnicity;Age;Hire Date;Annual Salary;Bonus %;Country;City;Exit Date;Latitude;Longitude
E00842;John Vega;System Administrator;Finance;Corporate;Male;Latino;50;18/01/2004;247939;0.35;Brazil;Rio de Janerio;;-22.9140457;-43.6107907
E00862;Levi Moreno;Systems Analyst;IT;Research & Development;Male;Latino;64;27/06/2020;40316;0;Brazil;Manaus;;-3.0446589;-60.0495051
E00863;Lincoln Ramos;Operations Engineer;Engineering;Corporate;Male;Latino;59;10/09/2008;96313;0;United States;Austin;;30.3076576;-97.9205502
E00864;Samantha Aguilar;Manager;Accounting;Speciality Products;Female;Latino;46;24/04/2010;102636;0.06;United States;Seattle;;47.606209;-122.332069
E00869;Nova Lin;Cloud Infrastructure Architect;IT;Manufacturing;Female;Asian;33;21/10/2017;69332;0;United States;Columbus;;39.9828348;-83.1556352
E00870;Evelyn Liang;Service Desk Analyst;IT;Speciality Products;Female;Asian;40;26/06/2013;69096;0;United States;Seattle;;47.606209;-122.332069
E00874;Alexander Choi;Manager;Marketing;Research & Development;Male;Asian;55;18/09/1994;102270;0.1;United States;Chicago;;41.8336152;-87.8967698
E00880;Grace Carter;Senior Manager;Human Resources;Speciality Products;Female;Black;25;17/03/2021;155080;0.1;United States;Austin;;30.3076576;-97.9205502
E00884;Camila Silva;Senior Manager;Marketing;Speciality Products;Female;Latino;64;01/12/2003;154828;0.13;United States;Seattle;;47.606209;-122.332069
E00900;Eleanor Delgado;Senior Analyst;Marketing;Manufacturing;Female;Latino;33;27/04/2014;75869;0;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E00917;Skylar Bell;System Administrator;Engineering;Manufacturing;Female;Caucasian;30;06/03/2018;255431;0.36;United States;Columbus;;39.9828348;-83.1556352
E00929;Allison Espinoza;Solutions Architect;IT;Speciality Products;Female;Latino;45;16/04/2020;66958;0;United States;Miami;;25.7823843;-80.3118592
E00935;Joseph Martin;Analyst II;Marketing;Corporate;Male;Black;41;13/09/2016;64847;0;United States;Miami;;25.7823843;-80.3118592
E00941;Sophie Ali;Analyst;Finance;Manufacturing;Female;Asian;55;28/03/2002;50475;0;United States;Columbus;;39.9828348;-83.1556352
E00943;Elena Mendoza;Director;Sales;Speciality Products;Female;Latino;27;24/10/2018;154973;0.29;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E00951;Everly Lin;Business Partner;Human Resources;Manufacturing;Female;Asian;25;15/03/2021;47974;0;China;Chongqing;;29.5548108;106.3837459
E00952;Jaxon Powell;Field Engineer;Engineering;Research & Development;Male;Caucasian;59;29/03/1996;62605;0;United States;Austin;;30.3076576;-97.9205502
E00952;Leilani Thao;Director;Human Resources;Speciality Products;Female;Asian;38;30/05/2007;198562;0.22;United States;Seattle;;47.606209;-122.332069
E00955;Theodore Marquez;Development Engineer;Engineering;Speciality Products;Male;Latino;54;24/11/2012;94407;0;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E00956;Eleanor Chau;Development Engineer;Engineering;Research & Development;Female;Asian;37;08/03/2020;80659;0;United States;Phoenix;;33.6049778;-112.4546902
E00957;Genesis Perry;Senior Manager;Sales;Corporate;Female;Caucasian;46;18/07/2013;149712;0.14;United States;Columbus;;39.9828348;-83.1556352
E00965;Jacob Khan;Computer Systems Manager;IT;Speciality Products;Male;Asian;53;09/02/2008;84193;0.09;China;Shanghai;;31.2239286;121.147112
E00972;Amelia Salazar;Analyst II;Finance;Corporate;Female;Latino;26;23/04/2019;59817;0;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E00972;Hazel Cortez;HRIS Analyst;Human Resources;Research & Development;Female;Latino;52;18/04/2021;50548;0;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E00976;Zoe Rodriguez;Director;Human Resources;Speciality Products;Female;Latino;65;23/05/2004;153938;0.2;United States;Phoenix;;33.6049778;-112.4546902
E00981;Miles Thao;System Administrator;IT;Corporate;Male;Asian;57;26/06/2003;63318;0;United States;Columbus;;39.9828348;-83.1556352
E00994;Charlotte Baker;Analyst II;Sales;Manufacturing;Female;Caucasian;29;17/11/2016;60930;0;United States;Austin;;30.3076576;-97.9205502
E01002;Elias Ali;Manager;Sales;Corporate;Male;Asian;28;19/03/2021;127543;0.06;China;Shanghai;;31.2239286;121.147112
E01006;Autumn Leung;System Administrator;Finance;Research & Development;Female;Asian;25;15/11/2021;210708;0.33;United States;Chicago;;41.8336152;-87.8967698
E01014;Lucas Phan;Director;Marketing;Research & Development;Male;Asian;49;19/02/1999;191807;0.21;China;Chongqing;;29.5548108;106.3837459
E01019;Dominic Scott;Senior Analyst;Sales;Corporate;Male;Caucasian;45;16/03/2011;81687;0;United States;Phoenix;;33.6049778;-112.4546902
E01037;Jeremiah Chu;IT Systems Architect;IT;Research & Development;Male;Asian;31;12/09/2020;96567;0;China;Shanghai;;31.2239286;121.147112
E01052;Jaxson Dinh;Senior Manager;Marketing;Research & Development;Male;Asian;45;03/05/2001;147752;0.12;China;Shanghai;26/12/2011;31.2239286;121.147112
E01052;Parker Vang;Analyst;Sales;Corporate;Male;Asian;40;17/12/2016;50733;0;United States;Miami;;25.7823843;-80.3118592
E01064;Clara Kang;Senior Manager;IT;Manufacturing;Female;Asian;39;25/03/2017;135325;0.14;United States;Phoenix;;33.6049778;-112.4546902
E01070;Grayson Brown;System Administrator;IT;Corporate;Male;Caucasian;38;22/06/2016;249870;0.34;United States;Chicago;;41.8336152;-87.8967698
E01070;Leonardo Martin;Manager;Finance;Speciality Products;Male;Black;51;16/02/1995;125375;0.09;United States;Chicago;;41.8336152;-87.8967698
E01075;Joshua Juarez;Analyst II;Finance;Manufacturing;Male;Latino;46;05/05/2015;64364;0;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E01076;Sofia Vu;Senior Manager;Human Resources;Research & Development;Female;Asian;52;05/09/2017;140042;0.13;United States;Austin;;30.3076576;-97.9205502
E01089;Nicholas Brooks;Analyst II;Accounting;Manufacturing;Male;Caucasian;43;20/10/2017;56555;0;United States;Phoenix;;33.6049778;-112.4546902
E01090;Jacob Cheng;Quality Engineer;Engineering;Research & Development;Male;Asian;59;23/12/2009;78006;0;United States;Miami;;25.7823843;-80.3118592
E01090;Ethan Mehta;Director;Sales;Research & Development;Male;Asian;49;20/07/2001;199176;0.24;United States;Phoenix;;33.6049778;-112.4546902
E01091;Carter Reed;Development Engineer;Engineering;Manufacturing;Male;Black;40;07/07/2005;74412;0;United States;Seattle;;47.606209;-122.332069
E01095;Isla Lai;System Administrator;Finance;Corporate;Female;Asian;37;06/12/2011;225558;0.33;China;Shanghai;;31.2239286;121.147112
E01103;Lyla Alvarez;IT Systems Architect;IT;Research & Development;Female;Latino;55;30/08/1994;73955;0;United States;Phoenix;;33.6049778;-112.4546902
E01108;Hannah Martinez;Manager;Marketing;Manufacturing;Female;Latino;65;07/09/2006;127626;0.1;United States;Miami;;25.7823843;-80.3118592
E01111;Santiago f Moua;Senior Manager;Human Resources;Corporate;Male;Asian;45;07/05/2010;145093;0.12;United States;Chicago;;41.8336152;-87.8967698
E01116;Jaxon Tran;Senior Manager;Sales;Manufacturing;Male;Asian;45;07/09/2007;151027;0.1;China;Shanghai;;31.2239286;121.147112
E01118;Roman Yang;Manager;Human Resources;Manufacturing;Male;Asian;42;12/12/2009;114242;0.08;United States;Phoenix;;33.6049778;-112.4546902
E01123;Madison Nelson;Director;Accounting;Corporate;Female;Caucasian;27;16/07/2021;161759;0.16;United States;Miami;;25.7823843;-80.3118592
E01125;Joshua Yang;Network Engineer;IT;Manufacturing;Male;Asian;34;10/11/2018;61944;0;China;Shanghai;;31.2239286;121.147112
E01132;Aiden Bryant;Account Representative;Sales;Manufacturing;Male;Black;47;21/10/2002;70122;0;United States;Columbus;;39.9828348;-83.1556352
E01132;Gabriella Johnson;Computer Systems Manager;IT;Research & Development;Female;Caucasian;42;01/03/2006;97433;0.05;United States;Seattle;08/08/2015;47.606209;-122.332069
E01141;Gianna Williams;Quality Engineer;Engineering;Research & Development;Female;Black;27;28/01/2021;95786;0;United States;Chicago;;41.8336152;-87.8967698
E01148;Scarlett Kumar;Systems Analyst;IT;Corporate;Female;Asian;55;07/01/2009;47032;0;United States;Columbus;;39.9828348;-83.1556352
E01150;Allison Leung;Senior Analyst;Sales;Research & Development;Female;Asian;62;18/05/2020;97830;0;United States;Austin;;30.3076576;-97.9205502
E01167;Kinsley Collins;Automation Engineer;Engineering;Speciality Products;Female;Caucasian;28;14/11/2018;115854;0;United States;Phoenix;;33.6049778;-112.4546902
E01188;Alexander James;Senior Manager;Human Resources;Manufacturing;Male;Caucasian;42;18/04/2013;131179;0.15;United States;Columbus;;39.9828348;-83.1556352
E01193;Raelynn Lu;Director;Finance;Research & Development;Female;Asian;27;26/05/2020;153628;0.29;China;Chongqing;12/12/2020;29.5548108;106.3837459
E01194;Samantha Adams;Test Engineer;Engineering;Research & Development;Female;Caucasian;45;22/04/2013;61773;0;United States;Seattle;;47.606209;-122.332069
E01194;Ella Jenkins;Analyst II;Finance;Speciality Products;Female;Caucasian;52;20/12/2019;61026;0;United States;Phoenix;;33.6049778;-112.4546902
E01209;Jayden Williams;Manager;Human Resources;Manufacturing;Male;Caucasian;64;26/12/1992;104668;0.08;United States;Columbus;;39.9828348;-83.1556352
E01221;Eva Figueroa;Analyst II;Sales;Research & Development;Female;Latino;48;14/05/2014;61216;0;United States;Seattle;;47.606209;-122.332069
E01225;Christian Fong;Manager;Sales;Research & Development;Male;Asian;49;10/08/2012;109850;0.07;China;Beijing;04/02/2020;39.9384171;116.0678242
E01232;Samantha Foster;System Administrator;Human Resources;Research & Development;Female;Black;34;27/07/2019;220937;0.38;United States;Austin;;30.3076576;-97.9205502
E01234;Jack Cheng;Director;Human Resources;Manufacturing;Male;Asian;42;16/01/2014;152214;0.3;China;Beijing;;39.9384171;116.0678242
E01238;Eloise Griffin;Director;Sales;Manufacturing;Female;Caucasian;55;29/10/1995;153271;0.15;United States;Austin;;30.3076576;-97.9205502
E01241;Hadley Guerrero;Senior Manager;IT;Research & Development;Female;Latino;49;14/01/2004;125086;0.1;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E01242;Emery Doan;Controls Engineer;Engineering;Corporate;Female;Asian;25;23/06/2021;86464;0;China;Shanghai;;31.2239286;121.147112
E01249;Samuel Bailey;System Administrator;Accounting;Speciality Products;Male;Caucasian;41;17/08/2013;235619;0.3;United States;Seattle;;47.606209;-122.332069
E01249;Penelope Guerrero;System Administrator;IT;Speciality Products;Female;Latino;43;04/08/2009;208415;0.35;United States;Seattle;;47.606209;-122.332069
E01258;Gabriel Brooks;Network Engineer;IT;Manufacturing;Male;Caucasian;29;10/12/2018;84596;0;United States;Miami;;25.7823843;-80.3118592
E01261;Connor Simmons;Analyst II;Accounting;Speciality Products;Male;Caucasian;55;05/04/2007;52310;0;United States;Miami;12/10/2018;25.7823843;-80.3118592
E01262;Ethan Mitchell;Manager;Finance;Manufacturing;Male;Asian;50;19/05/2018;106437;0.07;China;Chongqing;;29.5548108;106.3837459
E01263;Adam Espinoza;Test Engineer;Engineering;Manufacturing;Male;Latino;36;09/04/2009;60055;0;United States;Seattle;;47.606209;-122.332069
E01264;Hazel Alvarez;Business Partner;Human Resources;Research & Development;Female;Latino;62;19/04/2014;45295;0;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E01268;Charlotte Wu;Senior Business Partner;Human Resources;Manufacturing;Female;Asian;63;02/05/2007;72805;0;China;Shanghai;;31.2239286;121.147112
E01271;Luke Munoz;Director;Engineering;Speciality Products;Male;Latino;64;25/08/2017;169509;0.18;Brazil;Manaus;;-3.0446589;-60.0495051
E01281;Isaac Mitchell;Network Architect;IT;Speciality Products;Male;Black;46;10/06/2005;67374;0;United States;Austin;;30.3076576;-97.9205502
E01286;Mateo Mendez;Development Engineer;Engineering;Research & Development;Male;Latino;47;14/07/1998;99091;0;United States;Austin;;30.3076576;-97.9205502
E01286;Liam Sanders;Senior Business Partner;Human Resources;Corporate;Male;Caucasian;46;20/02/2007;75579;0;United States;Seattle;;47.606209;-122.332069
E01291;Thomas Aguilar;Senior Account Representative;Sales;Speciality Products;Male;Latino;45;10/02/2021;79882;0;United States;Phoenix;;33.6049778;-112.4546902
E01300;Sadie Lee;Senior Manager;Marketing;Corporate;Female;Asian;65;24/10/2000;149417;0.13;China;Chengdu;;30.6584246;103.9107386
E01309;Everleigh Jiang;Director;Accounting;Research & Development;Female;Asian;58;14/05/2003;173071;0.29;United States;Columbus;;39.9828348;-83.1556352
E01337;Andrew Coleman;Director;Finance;Corporate;Male;Caucasian;41;15/05/2019;174415;0.23;United States;Miami;;25.7823843;-80.3118592
E01338;Jaxson Coleman;Manager;Finance;Manufacturing;Male;Caucasian;32;15/04/2020;126671;0.09;United States;Miami;;25.7823843;-80.3118592
E01339;Jeremiah Hernandez;Network Engineer;IT;Manufacturing;Male;Latino;26;14/04/2019;74467;0;United States;Columbus;15/01/2021;39.9828348;-83.1556352
E01347;Aiden Gonzales;System Administrator;Marketing;Speciality Products;Male;Latino;44;28/03/2021;186033;0.34;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E01350;Natalie Carter;Director;Finance;Corporate;Female;Caucasian;64;21/12/2012;153253;0.24;United States;Austin;;30.3076576;-97.9205502
E01351;Leo Owens;Systems Analyst;IT;Corporate;Male;Caucasian;47;23/04/2020;50069;0;United States;Seattle;;47.606209;-122.332069
E01357;Paisley Hunter;Engineering Manager;Engineering;Research & Development;Female;Caucasian;61;15/01/2010;98110;0.13;United States;Chicago;;41.8336152;-87.8967698
E01361;Emma Hill;IT Coordinator;IT;Manufacturing;Female;Caucasian;54;27/12/2016;41673;0;United States;Miami;;25.7823843;-80.3118592
E01363;Ayla Daniels;Technical Architect;IT;Corporate;Female;Caucasian;53;23/04/1997;78153;0;United States;Miami;;25.7823843;-80.3118592
E01366;William Walker;Computer Systems Manager;IT;Research & Development;Male;Black;40;24/02/2019;95899;0.1;United States;Columbus;08/03/2021;39.9828348;-83.1556352
E01371;Dominic Le;Vice President;Board Member;Strategy;Male;Asian;41;04/10/2014;257194;0.35;China;Chongqing;;29.5548108;106.3837459
E01377;Grayson Luu;Quality Engineer;Engineering;Research & Development;Male;Asian;55;30/04/2011;89419;0;China;Shanghai;;31.2239286;121.147112
E01378;Genesis Xiong;System Administrator;IT;Research & Development;Female;Asian;51;25/02/2012;64170;0;United States;Columbus;;39.9828348;-83.1556352
E01387;Cora Zheng;Director;IT;Manufacturing;Female;Asian;27;03/01/2018;167100;0.2;China;Chengdu;;30.6584246;103.9107386
E01388;Ivy Soto;Field Engineer;Engineering;Research & Development;Female;Latino;50;23/10/1997;91763;0;United States;Austin;;30.3076576;-97.9205502
E01388;Cooper Gupta;Business Partner;Human Resources;Speciality Products;Male;Asian;58;20/06/2014;41728;0;China;Chongqing;;29.5548108;106.3837459
E01396;Jack Vu;Analyst II;Accounting;Research & Development;Male;Asian;43;10/02/2014;58875;0;China;Chengdu;;30.6584246;103.9107386
E01403;Xavier Park;System Administrator;IT;Research & Development;Male;Asian;40;08/11/2020;234469;0.31;China;Chengdu;;30.6584246;103.9107386
E01407;Ellie Guerrero;Senior Manager;Human Resources;Corporate;Female;Latino;29;13/07/2020;141555;0.11;Brazil;Manaus;;-3.0446589;-60.0495051
E01409;Jose Molina;Controls Engineer;Engineering;Manufacturing;Male;Latino;40;28/02/2008;113987;0;Brazil;Manaus;;-3.0446589;-60.0495051
E01412;Eva Jenkins;Senior Manager;Human Resources;Manufacturing;Female;Black;55;10/11/2004;142318;0.14;United States;Chicago;;41.8336152;-87.8967698
E01413;Isabella Nelson;Senior Account Representative;Sales;Speciality Products;Female;Black;60;30/07/1997;71677;0;United States;Columbus;;39.9828348;-83.1556352
E01415;Henry Green;Senior Account Representative;Sales;Speciality Products;Male;Caucasian;32;03/02/2020;96598;0;United States;Phoenix;;33.6049778;-112.4546902
E01416;Hudson Thompson;Analyst II;Accounting;Manufacturing;Male;Black;30;20/10/2020;67753;0;United States;Phoenix;;33.6049778;-112.4546902
E01417;Leah Pena;Enterprise Architect;IT;Corporate;Female;Latino;57;03/01/1994;82872;0;Brazil;Manaus;;-3.0446589;-60.0495051
E01422;Lydia Espinoza;Senior Manager;Marketing;Speciality Products;Female;Latino;29;15/05/2020;137106;0.12;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E01423;James Castillo;System Administrator;IT;Manufacturing;Male;Latino;51;19/07/2001;247874;0.33;Brazil;Manaus;;-3.0446589;-60.0495051
E01425;Anthony Rogers;System Administrator;Engineering;Corporate;Male;Caucasian;33;18/06/2015;205314;0.3;United States;Columbus;;39.9828348;-83.1556352
E01427;Mia Cheng;Senior Manager;Sales;Manufacturing;Female;Asian;34;22/04/2015;154941;0.13;United States;Phoenix;;33.6049778;-112.4546902
E01429;Dylan Wilson;Network Administrator;IT;Research & Development;Male;Caucasian;48;27/09/2006;76505;0;United States;Seattle;08/04/2007;47.606209;-122.332069
E01432;Peyton Garza;Systems Analyst;IT;Manufacturing;Female;Latino;53;15/08/2004;44735;0;Brazil;Manaus;;-3.0446589;-60.0495051
E01465;Hannah White;Senior Manager;Accounting;Corporate;Female;Caucasian;62;30/01/2009;150555;0.13;United States;Phoenix;;33.6049778;-112.4546902
E01466;Connor Vang;Analyst;Sales;Speciality Products;Male;Asian;25;28/07/2021;46845;0;United States;Miami;;25.7823843;-80.3118592
E01479;Serenity Bailey;IT Systems Architect;IT;Manufacturing;Female;Caucasian;55;21/11/2011;81218;0;United States;Chicago;;41.8336152;-87.8967698
E01484;Anna Zhu;Service Desk Analyst;IT;Manufacturing;Female;Asian;48;22/08/2003;82017;0;China;Beijing;;39.9384171;116.0678242
E01486;Mason Cho;System Administrator;Accounting;Research & Development;Male;Asian;59;18/05/2011;192213;0.4;United States;Chicago;;41.8336152;-87.8967698
E01488;Penelope Griffin;Director;Sales;Manufacturing;Female;Caucasian;61;23/01/2021;151783;0.26;United States;Seattle;;47.606209;-122.332069
E01488;Stella Lai;Senior Analyst;Accounting;Manufacturing;Female;Asian;44;28/04/2021;98520;0;United States;Miami;;25.7823843;-80.3118592
E01496;Ava Ortiz;Enterprise Architect;IT;Manufacturing;Female;Latino;53;20/07/2004;65702;0;United States;Columbus;;39.9828348;-83.1556352
E01499;Jade Rojas;Director;Finance;Speciality Products;Female;Latino;37;28/01/2019;165927;0.2;United States;Phoenix;;33.6049778;-112.4546902
E01499;Elias Zhang;Solutions Architect;IT;Research & Development;Male;Asian;54;13/07/2013;83639;0;China;Beijing;;39.9384171;116.0678242
E01499;Liam Jordan;Computer Systems Manager;IT;Manufacturing;Male;Caucasian;28;08/08/2020;73255;0.09;United States;Phoenix;;33.6049778;-112.4546902
E01501;Hudson Liu;Engineering Manager;Engineering;Speciality Products;Male;Asian;34;16/11/2017;110054;0.15;United States;Miami;;25.7823843;-80.3118592
E01508;Penelope Rodriguez;Engineering Manager;Engineering;Manufacturing;Female;Latino;49;12/03/2016;100810;0.12;Brazil;Rio de Janerio;;-22.9140457;-43.6107907
E01516;Willow Mai;Business Partner;Human Resources;Manufacturing;Female;Asian;45;17/12/2003;48345;0;China;Chengdu;;30.6584246;103.9107386
E01519;Anthony Marquez;System Administrator;IT;Speciality Products;Male;Latino;54;15/08/2009;241083;0.39;United States;Columbus;;39.9828348;-83.1556352
E01524;Ian Miller;Computer Systems Manager;IT;Corporate;Male;Black;31;13/10/2016;63744;0.08;United States;Austin;;30.3076576;-97.9205502
E01525;Jose Ross;Engineering Manager;Engineering;Research & Development;Male;Caucasian;53;08/04/1992;116878;0.11;United States;Miami;;25.7823843;-80.3118592
E01525;Charlotte Ruiz;Computer Systems Manager;IT;Manufacturing;Female;Latino;32;02/10/2017;61886;0.09;Brazil;Rio de Janerio;;-22.9140457;-43.6107907
E01533;Avery Bailey;Senior Analyst;Sales;Speciality Products;Female;Caucasian;49;15/05/1996;86658;0;United States;Phoenix;;33.6049778;-112.4546902
E01540;Miles Salazar;IT Coordinator;IT;Manufacturing;Male;Latino;36;23/12/2010;53215;0;Brazil;Sao Paulo;27/03/2014;-23.6820636;-46.9249441
E01546;Maria Hong;System Administrator;Finance;Speciality Products;Female;Asian;43;31/07/2005;249686;0.31;China;Chongqing;;29.5548108;106.3837459
E01550;Ruby Barnes;Manager;IT;Corporate;Female;Caucasian;27;01/07/2020;119746;0.1;United States;Phoenix;;33.6049778;-112.4546902
E01578;Anthony Hong;Senior Manager;IT;Research & Development;Male;Asian;37;29/11/2010;146961;0.11;United States;Columbus;;39.9828348;-83.1556352
E01582;Elijah Coleman;Senior Manager;Sales;Research & Development;Male;Caucasian;53;19/10/2014;159538;0.11;United States;Miami;;25.7823843;-80.3118592
E01584;Henry Zhu;System Administrator;Marketing;Speciality Products;Male;Asian;38;25/08/2021;255230;0.36;United States;Austin;;30.3076576;-97.9205502
E01584;Carter Mejia;Senior Manager;Human Resources;Research & Development;Male;Latino;29;09/05/2019;125828;0.15;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E01591;Paisley Trinh;Technical Architect;IT;Corporate;Female;Asian;57;04/05/1992;76202;0;United States;Austin;18/12/1994;30.3076576;-97.9205502
E01611;Gabriella Zhu;Computer Systems Manager;IT;Speciality Products;Female;Asian;36;29/11/2014;88730;0.08;China;Chongqing;;29.5548108;106.3837459
E01628;Jackson Perry;System Administrator;Marketing;Research & Development;Male;Caucasian;27;20/10/2019;256420;0.3;United States;Phoenix;;33.6049778;-112.4546902
E01631;Leilani Yee;Senior Analyst;Marketing;Speciality Products;Female;Asian;47;12/07/2017;70996;0;China;Chengdu;;30.6584246;103.9107386
E01633;Addison Do;Operations Engineer;Engineering;Manufacturing;Female;Asian;46;30/05/2001;90678;0;United States;Columbus;;39.9828348;-83.1556352
E01636;Naomi Coleman;Manager;Marketing;Corporate;Female;Caucasian;29;02/11/2016;122054;0.06;United States;Phoenix;;33.6049778;-112.4546902
E01638;Maria He;IT Systems Architect;IT;Corporate;Female;Asian;45;28/08/2010;82162;0;China;Beijing;03/10/2020;39.9384171;116.0678242
E01638;Elizabeth Huang;Analyst;Finance;Speciality Products;Female;Asian;62;20/09/2002;49738;0;China;Beijing;;39.9384171;116.0678242
E01639;Austin Vo;Senior Analyst;Finance;Manufacturing;Male;Asian;55;20/11/1995;95409;0;United States;Phoenix;;33.6049778;-112.4546902
E01639;Everleigh Simmons;Analyst;Finance;Manufacturing;Female;Caucasian;55;16/04/2021;48266;0;United States;Chicago;;41.8336152;-87.8967698
E01642;Mia Lam;Senior Manager;IT;Manufacturing;Female;Asian;49;18/04/2006;134486;0.14;United States;Austin;;30.3076576;-97.9205502
E01649;Eva Alvarado;Computer Systems Manager;IT;Manufacturing;Female;Latino;46;24/04/2017;77461;0.09;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E01652;Avery Dominguez;Senior Manager;Sales;Corporate;Female;Latino;27;13/09/2019;133297;0.13;Brazil;Rio de Janerio;;-22.9140457;-43.6107907
E01668;Naomi Xi;Director;Finance;Corporate;Female;Asian;53;17/02/2002;179494;0.2;China;Chongqing;;29.5548108;106.3837459
E01684;Jaxson Liang;Field Engineer;Engineering;Manufacturing;Male;Asian;64;03/03/2019;67114;0;United States;Phoenix;;33.6049778;-112.4546902
E01687;Luke Mai;HRIS Analyst;Human Resources;Research & Development;Male;Asian;41;24/10/2007;51630;0;China;Beijing;;39.9384171;116.0678242
E01706;Avery Sun;Operations Engineer;Engineering;Manufacturing;Female;Asian;45;11/03/2004;109422;0;China;Chongqing;;29.5548108;106.3837459
E01711;Benjamin Ford;Analyst II;Finance;Speciality Products;Male;Caucasian;31;22/04/2021;74215;0;United States;Phoenix;;33.6049778;-112.4546902
E01712;James Singh;Director;Marketing;Corporate;Male;Asian;45;12/03/2008;186138;0.28;China;Chongqing;;29.5548108;106.3837459
E01713;Nolan Guzman;Field Engineer;Engineering;Speciality Products;Male;Latino;46;20/06/1999;96997;0;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E01714;Savannah Park;HRIS Analyst;Human Resources;Manufacturing;Female;Asian;44;28/01/2009;53301;0;United States;Seattle;;47.606209;-122.332069
E01722;Asher Huynh;Manager;IT;Manufacturing;Male;Asian;45;22/01/2015;101288;0.1;United States;Phoenix;;33.6049778;-112.4546902
E01724;Nolan Molina;Computer Systems Manager;IT;Corporate;Male;Latino;36;27/12/2020;70165;0.07;Brazil;Manaus;;-3.0446589;-60.0495051
E01733;Eloise Pham;Manager;Sales;Speciality Products;Female;Asian;45;20/10/2011;123640;0.07;China;Shanghai;;31.2239286;121.147112
E01749;Nathan Lee;Analyst;Accounting;Manufacturing;Male;Asian;29;20/08/2016;58703;0;United States;Columbus;;39.9828348;-83.1556352
E01753;Connor Fong;Manager;Accounting;Speciality Products;Male;Asian;40;16/02/2018;120905;0.05;United States;Seattle;;47.606209;-122.332069
E01754;Owen Lam;Senior Business Partner;Human Resources;Speciality Products;Male;Asian;30;29/05/2017;86317;0;China;Chengdu;16/07/2017;30.6584246;103.9107386
E01755;Audrey Patel;Senior Manager;Finance;Speciality Products;Female;Asian;37;24/04/2011;131183;0.14;China;Shanghai;16/03/2016;31.2239286;121.147112
E01760;Madeline Acosta;Senior Account Representative;Sales;Speciality Products;Female;Latino;26;09/02/2021;87427;0;Brazil;Sao Paulo;;-23.6820636;-46.9249441
E01762;Maya Ngo;Manager;Sales;Speciality Products;Female;Asian;55;20/10/2012;108686;0.06;United States;Columbus;;39.9828348;-83.1556352
E01787;Lillian Romero;Director;Engineering;Corporate;Female;Latino;27;07/12/2018;170164;0.17;United States;Austin;;30.3076576;-97.9205502
E01789;Charles Luu;Senior Manager;Sales;Manufacturing;Male;Asian;25;15/06/2021;142731;0.11;China;Shanghai;03/06/2022;31.2239286;121.147112
E01797;Piper Lewis;Field Engineer;Engineering;Research & Development;Female;Caucasian;33;22/12/2018;83990;0;United States;Chicago;;41.8336152;-87.8967698
E01807;Cameron Evans;Test Engineer;Engineering;Corporate;Male;Caucasian;50;13/12/2018;63098;0;United States;Columbus;;39.9828348;-83.1556352
E01807;Matthew Lim;Senior Analyst;Sales;Research & Development;Male;Asian;52;18/02/1994;99624;0;United States;Seattle;;47.606209;-122.332069
E01820;Nathan Miller;Quality Engineer;Engineering;Speciality Products;Male;Black;27;28/05/2019;70110;0;United States;Miami;07/01/2021;25.7823843;-80.3118592
E01832;Ezra Singh;Analyst;Finance;Manufacturing;Male;Asian;56;10/05/2006;41561;0;United States;Austin;;30.3076576;-97.9205502
E01834;Chloe Allen;Solutions Architect;IT;Manufacturing;Female;Caucasian;64;08/07/2004;77903;0;United States;Seattle;;47.606209;-122.332069
E01839;Stella Alexander;Automation Engineer;Engineering;Corporate;Female;Caucasian;52;10/12/2005;102043;0;United States;Chicago;;41.8336152;-87.8967698
E01844;Jayden Kang;Analyst;Finance;Research & Development;Male;Asian;46;24/04/2011;55894;0;United States;Seattle;;47.606209;-122.332069
E01845;Leo Fernandez;Manager;Finance;Research & Development;Male;Latino;54;28/04/1998;108268;0.09;Brazil;Sao Paulo;15/05/2004;-23.6820636;-46.9249441
E01848;Zoey Jackson;Business Partner;Human Resources;Manufacturing;Female;Black;46;21/08/2008;59067;0;United States;Miami;;25.7823843;-80.3118592
E01860;Jack Edwards;Manager;Marketing;Manufacturing;Male;Caucasian;38;06/04/2008;126856;0.06;United States;Columbus;;39.9828348;-83.1556352
E01870;Carson Chau;Director;Finance;Corporate;Male;Asian;58;12/10/2007;162038;0.24;China;Chongqing;;29.5548108;106.3837459
E01870;Easton Moore;Computer Systems Manager;IT;Research & Development;Male;Caucasian;52;23/05/2013;99557;0.09;United States;Seattle;;47.606209;-122.332069
